"","id","SAMPLE","GROUP","MINERAL","ROCK","SIO2","TIO2","AL2O3","CR2O3","FEOT","CAO","MGO","MNO","K2O","NA2O","P2O5","H20","F","CL","NIO","CUO","COO","ZNO","PBO","S","ZRO2","AS","SOMA"
"16","462476","samp. 134-829A-61R-1,1-3","SPINEL","MAGNETITE","GABBRO",0.08,21.28,1.74,0.03,74.57,0,0.72,0.8,0,0,0.0225,0,0,0,0.01,0,0,0.17,0,0,0,0,99.4225
"17","462495","samp. PH93-38","SPINEL","MAGNETITE","BASALT",0,23.87,1.77,0.68,69.17,0.038,2.39,0.41,0.013,0,0.0177,0,0,0,0.05,0,0,0.139407965738758,0,0,0,0,98.5481079657388
"18","462584","samp. 122","SPINEL","CHROMITE","NOT GIVEN",0.06,0.11,13.6,55.7,20.1,0,11.1,0.23,0.011,0.014,0,0,0,0,0.076,0,0,0.072,0,0,0,0,101.073
"19","462585","samp. 131","SPINEL","CHROMITE","NOT GIVEN",0.0332,1.07,19.9,32.5,37.5,0.02,6.1,0.335754,0.01,0,0.04,0,0,0,0.26,0,0,1.3443,0,0,0,0,99.113254
"20","462601","samp. 34","SPINEL","CHROMITE","MARIANITE",0.16,0.09,5.52,57.1,28.79,0.08,6.55,0.46,0,0.027,0.0152,0,0,0,0.06,0,0,0.15,0,0,0,0,99.0022
"21","462614","samp. M","SPINEL","MAGNETITE","THOLEIITE, QUARTZ",0.326,27.81,1.4,0.08,66.66,0,0.83,0.4,0.018,0.28,0.1175,0,0,0,0.03,0,0,0.08,0,0,0,0,98.0315
"22","462615","samp. M","SPINEL","MAGNETITE","THOLEIITE, QUARTZ",0.147,27.08,1.76,0.06,68.52,0.13,0.89,0.3,0.008,0.04,0.174,0,0,0,0.009,0,0,0.203,0,0,0,0,99.321
"23","462616","samp. M","SPINEL","MAGNETITE","THOLEIITE, QUARTZ",0.128226007478189,26.23,1.68,0.24,67.63,0.16,0.94,1.17,0,0.027,0.04,0,0,0,0.156358333333333,0,0,0.16,0,0,0,0,98.5615843408115
"24","462617","samp. M","SPINEL","MAGNETITE","THOLEIITE, QUARTZ",0.1391,25.82,1.88,0.24,69.2,0.16,0.66,0.45,0,0.067,0.01,0,0,0,0.093,0,0,0.0745,0,0,0,0,98.7936
"25","462618","samp. M","SPINEL","MAGNETITE","THOLEIITE, QUARTZ",0.075,25.32,1.89,0.12,70.39,0.04,1.08,0.52,0,0.087,0.0057,0,0,0,0.03,0,0,0.0929,0,0,0,0,99.6506
"26","462720","samp. 83214-1","SPINEL","HERCYNITE","METAPELITE",0.05,0.37,57.88,1.54,34.43,0.01,4.4,0.35,0.018,0.015,0.0145,0,0,0,0.201,0,0,0.9333,0,0,0,0,100.2118
